Wavelength Global Direct Diffuse
1112 0.15716 0.28985 0.01223
1113 0.14612 0.26953 0.01136
1114 0.13344 0.24616 0.01036
1115 0.11524 0.21262 0.00893
1116 0.09658 0.17821 0.00747
1117 0.07941 0.14654 0.00614
1118 0.06348 0.11716 0.00490
1119 0.04987 0.09206 0.00384
1120 0.04085 0.07541 0.00314
1121 0.03467 0.06401 0.00266
1122 0.03209 0.05925 0.00246
1123 0.03188 0.05888 0.00244
1124 0.03194 0.05900 0.00244
1125 0.03287 0.06071 0.00251
1126 0.03295 0.06087 0.00251
1127 0.03472 0.06415 0.00264
1128 0.03705 0.06846 0.00282
1129 0.04463 0.08249 0.00339
1130 0.05479 0.10127 0.00416
1131 0.06355 0.11747 0.00481
1132 0.05759 0.10647 0.00436
1133 0.04145 0.07664 0.00313
1134 0.03471 0.06419 0.00262
1135 0.03385 0.06260 0.00255
1136 0.03816 0.07058 0.00287
1137 0.05412 0.10011 0.00406
1138 0.07576 0.14015 0.00568
1139 0.09440 0.17466 0.00707
1140 0.09698 0.17945 0.00725
1141 0.09065 0.16776 0.00677
1142 0.08425 0.15593 0.00628
1143 0.07241 0.13403 0.00539
1144 0.06318 0.11697 0.00470
1145 0.05846 0.10823 0.00434
1146 0.05761 0.10668 0.00427
1147 0.06009 0.11128 0.00445
1148 0.06509 0.12055 0.00481
1149 0.07194 0.13325 0.00531
1150 0.07774 0.14402 0.00573
1151 0.08118 0.15041 0.00598
1152 0.08384 0.15536 0.00617
1153 0.08725 0.16169 0.00641
1154 0.09282 0.17203 0.00681
1155 0.10061 0.18648 0.00737
1156 0.10858 0.20127 0.00794
1157 0.12271 0.22750 0.00896
1158 0.13778 0.25546 0.01005
1159 0.14897 0.27624 0.01085
1160 0.15695 0.29107 0.01141
1161 0.16154 0.29962 0.01173
1162 0.17467 0.32401 0.01267
1163 0.18261 0.33878 0.01322
1164 0.18455 0.34241 0.01335
1165 0.19162 0.35556 0.01384
1166 0.18836 0.34955 0.01359
1167 0.19193 0.35621 0.01382
1168 0.19438 0.36079 0.01398
1169 0.18892 0.35070 0.01357
1170 0.19539 0.36276 0.01402
1171 0.19667 0.36517 0.01409
1172 0.19598 0.36393 0.01402
1173 0.19567 0.36338 0.01398
1174 0.19697 0.36584 0.01405
1175 0.19613 0.36432 0.01397
1176 0.19222 0.35710 0.01368
1177 0.19963 0.37089 0.01418
1178 0.19549 0.36323 0.01387
1179 0.19236 0.35747 0.01363
1180 0.19144 0.35579 0.01355
1181 0.18798 0.34940 0.01328
1182 0.18646 0.34661 0.01316
1183 0.17498 0.32530 0.01233
1184 0.18346 0.34109 0.01291
1185 0.18655 0.34687 0.01311
1186 0.18559 0.34513 0.01303
1187 0.18598 0.34589 0.01304
1188 0.18549 0.34502 0.01298
1189 0.17613 0.32764 0.01231
1190 0.18760 0.34902 0.01310
1191 0.19547 0.36369 0.01363
1192 0.19846 0.36928 0.01382
1193 0.20001 0.37221 0.01391
1194 0.19954 0.37137 0.01386
1195 0.19634 0.36544 0.01362
1196 0.19431 0.36171 0.01346
1197 0.19242 0.35822 0.01331
1198 0.18502 0.34448 0.01278
1199 0.17744 0.33039 0.01224
1200 0.18859 0.35120 0.01299
1201 0.19034 0.35449 0.01309
1202 0.19173 0.35712 0.01317
1203 0.18467 0.34400 0.01267
1204 0.19030 0.35451 0.01304
1205 0.19742 0.36782 0.01351
1206 0.19854 0.36994 0.01357
1207 0.20201 0.37645 0.01379
1208 0.19935 0.37152 0.01359
1209 0.18587 0.34643 0.01265
1210 0.19721 0.36761 0.01341
1211 0.18978 0.35379 0.01288
1212 0.19545 0.36440 0.01325
1213 0.19620 0.36582 0.01329
1214 0.19669 0.36679 0.01330
1215 0.19969 0.37240 0.01349
1216 0.20135 0.37554 0.01358
1217 0.20367 0.37990 0.01372
1218 0.20619 0.38464 0.01387
1219 0.20680 0.38580 0.01389
1220 0.20948 0.39085 0.01406
1221 0.20956 0.39104 0.01404
1222 0.20860 0.38927 0.01396
1223 0.20828 0.38872 0.01392
1224 0.21033 0.39258 0.01404
1225 0.20994 0.39189 0.01400
1226 0.21151 0.39485 0.01408
1227 0.20558 0.38382 0.01367
1228 0.21318 0.39805 0.01416
1229 0.21401 0.39963 0.01419
1230 0.21447 0.40054 0.01421
1231 0.21571 0.40287 0.01427
1232 0.21398 0.39969 0.01414
1233 0.21672 0.40483 0.01430
1234 0.21657 0.40460 0.01427
1235 0.21599 0.40356 0.01421
1236 0.21831 0.40792 0.01435
1237 0.21860 0.40850 0.01435
1238 0.21917 0.40960 0.01437
1239 0.21720 0.40596 0.01422
1240 0.21658 0.40483 0.01416
1241 0.21867 0.40877 0.01428
1242 0.21777 0.40714 0.01420
1243 0.21537 0.40268 0.01403
1244 0.21342 0.39907 0.01388
1245 0.21719 0.40616 0.01411
1246 0.21524 0.40255 0.01397
1247 0.21428 0.40079 0.01389
1248 0.21618 0.40438 0.01399
1249 0.21571 0.40352 0.01394
1250 0.21501 0.40226 0.01388
1251 0.21400 0.40041 0.01380
1252 0.21342 0.39935 0.01374
1253 0.21136 0.39553 0.01359
1254 0.21219 0.39711 0.01363
1255 0.21206 0.39690 0.01360
1256 0.21145 0.39579 0.01355
1257 0.20943 0.39206 0.01340
1258 0.21075 0.39457 0.01347
1259 0.20916 0.39162 0.01335
1260 0.20936 0.39203 0.01335
1261 0.20956 0.39243 0.01334
1262 0.20557 0.38499 0.01307
1263 0.20823 0.39001 0.01323
1264 0.20521 0.38439 0.01302
1265 0.20550 0.38497 0.01302
1266 0.20734 0.38844 0.01312
1267 0.20348 0.38123 0.01286
1268 0.20184 0.37820 0.01274
1269 0.20379 0.38189 0.01285
1270 0.20386 0.38205 0.01284
1271 0.20412 0.38256 0.01284
1272 0.20257 0.37969 0.01272
1273 0.20197 0.37861 0.01267
1274 0.20044 0.37576 0.01256
1275 0.20114 0.37710 0.01259
1276 0.20070 0.37632 0.01254
1277 0.19998 0.37500 0.01248
1278 0.19841 0.37209 0.01237
1279 0.19615 0.36788 0.01221
1280 0.19507 0.36588 0.01213
1281 0.18903 0.35458 0.01174
1282 0.16778 0.31474 0.01041
1283 0.18401 0.34522 0.01140
1284 0.19147 0.35924 0.01185
1285 0.19132 0.35899 0.01182
1286 0.18949 0.35559 0.01170
1287 0.18867 0.35408 0.01163
1288 0.18535 0.34787 0.01141
1289 0.18512 0.34746 0.01139
1290 0.17971 0.33734 0.01104
1291 0.18175 0.34119 0.01115
1292 0.18175 0.34123 0.01114
1293 0.18117 0.34017 0.01109
1294 0.17626 0.33098 0.01077
1295 0.17547 0.32951 0.01071
1296 0.17346 0.32577 0.01058
1297 0.16998 0.31926 0.01035
1298 0.16688 0.31345 0.01015
1299 0.16705 0.31381 0.01015
1300 0.16492 0.30982 0.01001
1301 0.16290 0.30606 0.00987
1302 0.15878 0.29834 0.00961
1303 0.15571 0.29260 0.00942
1304 0.15384 0.28910 0.00929
1305 0.15213 0.28591 0.00918
1306 0.14950 0.28098 0.00901
1307 0.14658 0.27552 0.00882
1308 0.14434 0.27133 0.00868
1309 0.14235 0.26761 0.00855
1310 0.13858 0.26054 0.00831
1311 0.13427 0.25246 0.00804
1312 0.12989 0.24423 0.00777
1313 0.12223 0.22985 0.00730
1314 0.12467 0.23447 0.00744
1315 0.11912 0.22405 0.00710
1316 0.11960 0.22496 0.00712
1317 0.11802 0.22200 0.00702
1318 0.11225 0.21116 0.00667
1319 0.10987 0.20671 0.00652
1320 0.10576 0.19898 0.00627
1321 0.10310 0.19399 0.00610
1322 0.10229 0.19248 0.00605
1323 0.10282 0.19349 0.00607
1324 0.10307 0.19399 0.00608
1325 0.09999 0.18820 0.00589
1326 0.09246 0.17404 0.00544
1327 0.08153 0.15348 0.00479
1328 0.07106 0.13378 0.00417
1329 0.05942 0.11187 0.00348
1330 0.05396 0.10159 0.00316
1331 0.05047 0.09504 0.00295
1332 0.04799 0.09037 0.00280
1333 0.04971 0.09362 0.00290
1334 0.05157 0.09714 0.00301
1335 0.05499 0.10357 0.00320
1336 0.05840 0.11001 0.00340
1337 0.06244 0.11763 0.00363
1338 0.06543 0.12328 0.00380
1339 0.06749 0.12716 0.00391
1340 0.06915 0.13029 0.00400
1341 0.07077 0.13336 0.00409
1342 0.06839 0.12888 0.00395
1343 0.06186 0.11659 0.00357
1344 0.05159 0.09723 0.00297
1345 0.04003 0.07545 0.00230
1346 0.02880 0.05429 0.00165
1347 0.02059 0.03882 0.00118
1348 0.01376 0.02594 0.00079
1349 0.00884 0.01666 0.00051
1350 0.00517 0.00976 0.00030
1351 0.00290 0.00546 0.00017
1352 0.00161 0.00304 0.00009
1353 0.00089 0.00167 0.00005
1354 0.00051 0.00096 0.00003
1355 0.00028 0.00052 0.00002
1356 0.00014 0.00026 0.00001
1357 0.00006 0.00011 0.00000
1358 0.00002 0.00004 0.00000
1359 0.00001 0.00002 0.00000
1360 0.00000 0.00001 0.00000
1361 0.00000 0.00000 0.00000
1362 0.00000 0.00000 0.00000
1363 0.00000 0.00000 0.00000
1364 0.00000 0.00000 0.00000
1365 0.00000 0.00000 0.00000
1366 0.00000 0.00000 0.00000
1367 0.00000 0.00000 0.00000
1368 0.00000 0.00001 0.00000
1369 0.00000 0.00001 0.00000
1370 0.00001 0.00001 0.00000
1371 0.00001 0.00002 0.00000
1372 0.00003 0.00006 0.00000
1373 0.00009 0.00018 0.00001
1374 0.00025 0.00047 0.00001
1375 0.00047 0.00088 0.00003
1376 0.00053 0.00101 0.00003
1377 0.00037 0.00070 0.00002
1378 0.00016 0.00031 0.00001
1379 0.00006 0.00011 0.00000
1380 0.00002 0.00004 0.00000
1381 0.00001 0.00002 0.00000
1382 0.00001 0.00001 0.00000
1383 0.00001 0.00001 0.00000
1384 0.00001 0.00001 0.00000
1385 0.00001 0.00003 0.00000
1386 0.00003 0.00006 0.00000
1387 0.00009 0.00017 0.00000
1388 0.00021 0.00039 0.00001
1389 0.00038 0.00072 0.00002
1390 0.00049 0.00094 0.00003
1391 0.00048 0.00091 0.00003
1392 0.00037 0.00070 0.00002
1393 0.00028 0.00053 0.00002
1394 0.00024 0.00045 0.00001
1395 0.00022 0.00042 0.00001
1396 0.00022 0.00041 0.00001
1397 0.00023 0.00044 0.00001
1398 0.00028 0.00053 0.00002
1399 0.00037 0.00070 0.00002
1400 0.00047 0.00089 0.00003
1401 0.00055 0.00104 0.00003
1402 0.00059 0.00112 0.00003
1403 0.00063 0.00118 0.00003
1404 0.00067 0.00127 0.00004
1405 0.00075 0.00142 0.00004
1406 0.00085 0.00161 0.00005
1407 0.00096 0.00182 0.00005
1408 0.00114 0.00217 0.00006
1409 0.00144 0.00272 0.00008
1410 0.00185 0.00351 0.00010
1411 0.00250 0.00473 0.00013
1412 0.00316 0.00598 0.00017
1413 0.00406 0.00768 0.00022
1414 0.00488 0.00923 0.00026
1415 0.00533 0.01010 0.00028
1416 0.00566 0.01072 0.00030
1417 0.00606 0.01147 0.00032
1418 0.00659 0.01248 0.00035
1419 0.00718 0.01361 0.00038
1420 0.00775 0.01469 0.00041
1421 0.00840 0.01592 0.00044
1422 0.00870 0.01648 0.00046
1423 0.00909 0.01723 0.00048
1424 0.00968 0.01834 0.00051
1425 0.01039 0.01969 0.00055
1426 0.01033 0.01958 0.00054
1427 0.01089 0.02064 0.00057
1428 0.01146 0.02171 0.00060
1429 0.01145 0.02170 0.00060
1430 0.01152 0.02183 0.00060
1431 0.01170 0.02217 0.00061
1432 0.01186 0.02249 0.00062
1433 0.01177 0.02232 0.00061
1434 0.01138 0.02158 0.00059
1435 0.01150 0.02181 0.00060
1436 0.01191 0.02259 0.00062
1437 0.01262 0.02393 0.00065
1438 0.01336 0.02534 0.00069
1439 0.01450 0.02750 0.00075
1440 0.01412 0.02678 0.00073
1441 0.01537 0.02915 0.00079
1442 0.01549 0.02938 0.00080
1443 0.01603 0.03040 0.00083
1444 0.01657 0.03144 0.00085
1445 0.01684 0.03194 0.00087
1446 0.01720 0.03264 0.00088
1447 0.01710 0.03244 0.00088
1448 0.01725 0.03273 0.00088
1449 0.01757 0.03334 0.00090
1450 0.01816 0.03446 0.00093
1451 0.01906 0.03618 0.00097
1452 0.02020 0.03834 0.00103
1453 0.02251 0.04272 0.00115
1454 0.02545 0.04832 0.00130
1455 0.02881 0.05469 0.00147
1456 0.03269 0.06206 0.00166
1457 0.03621 0.06875 0.00184
1458 0.03826 0.07264 0.00194
1459 0.03852 0.07313 0.00195
1460 0.03656 0.06941 0.00185
1461 0.03460 0.06570 0.00175
1462 0.03197 0.06071 0.00161
1463 0.02904 0.05515 0.00147
1464 0.02660 0.05051 0.00134
1465 0.02459 0.04671 0.00124
1466 0.02159 0.04100 0.00109
1467 0.01996 0.03792 0.00100
1468 0.01810 0.03439 0.00091
1469 0.01776 0.03375 0.00089
1470 0.01798 0.03415 0.00090
1471 0.01868 0.03549 0.00093
1472 0.02040 0.03877 0.00102
1473 0.02271 0.04314 0.00113
1474 0.02492 0.04735 0.00124
1475 0.02910 0.05529 0.00145
1476 0.03173 0.06030 0.00158
1477 0.03334 0.06336 0.00166
1478 0.03335 0.06339 0.00166
1479 0.03362 0.06391 0.00167
1480 0.03368 0.06403 0.00167
1481 0.03320 0.06311 0.00164
1482 0.03387 0.06439 0.00168
1483 0.03389 0.06443 0.00167
1484 0.03573 0.06793 0.00176
1485 0.03859 0.07337 0.00190
1486 0.04050 0.07701 0.00199
1487 0.04332 0.08238 0.00213
1488 0.04095 0.07787 0.00201
1489 0.05091 0.09682 0.00250
1490 0.05608 0.10666 0.00275
1491 0.06256 0.11900 0.00307
1492 0.06672 0.12690 0.00327
1493 0.07301 0.13888 0.00357
1494 0.07671 0.14593 0.00375
1495 0.07935 0.15096 0.00387
1496 0.08007 0.15233 0.00390
1497 0.08529 0.16227 0.00415
1498 0.08952 0.17033 0.00435
1499 0.09131 0.17374 0.00444
1500 0.09554 0.18180 0.00464
1501 0.09771 0.18594 0.00474
1502 0.09859 0.18764 0.00478
1503 0.08962 0.17056 0.00434
1504 0.09417 0.17924 0.00455
1505 0.09452 0.17991 0.00456
1506 0.09661 0.18390 0.00466
1507 0.10279 0.19567 0.00495
1508 0.10309 0.19625 0.00496
1509 0.10571 0.20125 0.00508
1510 0.10954 0.20855 0.00526
1511 0.11143 0.21217 0.00535
1512 0.11069 0.21076 0.00531
1513 0.11125 0.21185 0.00533
1514 0.11050 0.21044 0.00529
1515 0.11382 0.21677 0.00544
1516 0.11369 0.21652 0.00543
1517 0.11409 0.21730 0.00544
1518 0.11750 0.22380 0.00560
1519 0.11735 0.22352 0.00559
1520 0.11966 0.22795 0.00569
1521 0.11863 0.22599 0.00564
1522 0.11915 0.22698 0.00565
1523 0.12331 0.23493 0.00585
1524 0.12336 0.23504 0.00584
1525 0.12138 0.23128 0.00574
1526 0.12536 0.23886 0.00592
1527 0.12443 0.23710 0.00587
1528 0.12576 0.23966 0.00593
1529 0.12595 0.24004 0.00593
1530 0.11871 0.22624 0.00559
1531 0.12766 0.24330 0.00600
1532 0.12764 0.24328 0.00600
1533 0.12802 0.24402 0.00601
1534 0.12691 0.24192 0.00595
1535 0.12756 0.24318 0.00597
1536 0.12995 0.24773 0.00608
1537 0.13037 0.24855 0.00609
1538 0.12697 0.24209 0.00593
1539 0.13006 0.24799 0.00607
1540 0.12562 0.23953 0.00585
1541 0.12818 0.24442 0.00597
1542 0.12934 0.24665 0.00602
1543 0.12906 0.24613 0.00600
1544 0.13064 0.24916 0.00606
1545 0.13082 0.24950 0.00607
1546 0.13051 0.24892 0.00605
1547 0.12925 0.24653 0.00598
1548 0.12561 0.23961 0.00581
1549 0.12907 0.24622 0.00596
1550 0.12823 0.24463 0.00592
1551 0.12785 0.24391 0.00589
1552 0.12983 0.24770 0.00598
1553 0.12941 0.24692 0.00595
1554 0.12471 0.23795 0.00573
1555 0.12667 0.24172 0.00582
1556 0.12436 0.23731 0.00570
1557 0.12821 0.24467 0.00587
1558 0.12727 0.24289 0.00583
1559 0.12724 0.24285 0.00582
1560 0.12527 0.23910 0.00572
1561 0.12804 0.24439 0.00584
1562 0.12795 0.24424 0.00583
1563 0.12598 0.24049 0.00574
1564 0.12403 0.23678 0.00564
1565 0.12640 0.24130 0.00575
1566 0.12357 0.23591 0.00561
1567 0.12458 0.23786 0.00565
1568 0.12324 0.23531 0.00559
1569 0.12477 0.23824 0.00565
1570 0.12250 0.23392 0.00554
1571 0.12596 0.24053 0.00569
1572 0.12606 0.24074 0.00569
1573 0.12424 0.23726 0.00560
1574 0.12382 0.23648 0.00558
1575 0.11477 0.21921 0.00517
1576 0.12340 0.23569 0.00555
1577 0.11143 0.21286 0.00501
1578 0.12193 0.23292 0.00547
1579 0.12189 0.23285 0.00547
1580 0.12375 0.23641 0.00554
1581 0.12321 0.23540 0.00551
1582 0.11981 0.22890 0.00536
1583 0.12070 0.23062 0.00539
1584 0.11922 0.22780 0.00532
1585 0.12203 0.23318 0.00544
1586 0.12054 0.23034 0.00537
1587 0.11904 0.22749 0.00530
1588 0.11705 0.22370 0.00520
1589 0.10697 0.20443 0.00475
1590 0.11493 0.21966 0.00510
1591 0.11243 0.21489 0.00498
1592 0.11801 0.22557 0.00522
1593 0.12075 0.23083 0.00534
1594 0.11975 0.22891 0.00529
1595 0.12067 0.23069 0.00533
1596 0.11313 0.21627 0.00499
1597 0.11793 0.22546 0.00520
1598 0.12088 0.23112 0.00532
1599 0.11724 0.22417 0.00516
1600 0.11981 0.22909 0.00526
1601 0.11525 0.22038 0.00506
1602 0.11830 0.22623 0.00519
1603 0.11752 0.22474 0.00515
1604 0.11908 0.22774 0.00521
1605 0.11724 0.22423 0.00513
1606 0.11679 0.22337 0.00510
1607 0.11727 0.22430 0.00512
1608 0.11869 0.22703 0.00517
1609 0.11817 0.22605 0.00515
1610 0.11047 0.21133 0.00481
1611 0.11378 0.21766 0.00495
1612 0.11421 0.21850 0.00496
1613 0.11656 0.22300 0.00506
1614 0.11512 0.22026 0.00499
1615 0.11705 0.22396 0.00507
1616 0.10943 0.20939 0.00473
1617 0.11234 0.21496 0.00486
1618 0.11622 0.22240 0.00502
1619 0.11581 0.22162 0.00500
1620 0.11253 0.21536 0.00485
1621 0.11117 0.21276 0.00479
1622 0.11364 0.21750 0.00489
1623 0.11611 0.22225 0.00499
1624 0.11714 0.22423 0.00503
1625 0.11385 0.21794 0.00488
1626 0.11536 0.22084 0.00494
1627 0.11526 0.22064 0.00493
1628 0.11609 0.22225 0.00497
1629 0.11598 0.22205 0.00496
1630 0.11255 0.21549 0.00481
1631 0.11435 0.21895 0.00488
1632 0.11426 0.21878 0.00487
1633 0.11274 0.21588 0.00480
1634 0.11029 0.21119 0.00469
1635 0.11308 0.21655 0.00481
1636 0.11256 0.21556 0.00478
1637 0.10776 0.20639 0.00457
1638 0.10680 0.20454 0.00453
1639 0.10580 0.20265 0.00448
1640 0.10670 0.20438 0.00451
1641 0.10615 0.20332 0.00449
1642 0.10556 0.20220 0.00446
1643 0.10829 0.20745 0.00457
1644 0.10627 0.20358 0.00448
1645 0.10661 0.20425 0.00449
1646 0.10790 0.20673 0.00454
1647 0.10871 0.20829 0.00457
1648 0.10810 0.20712 0.00454
1649 0.10559 0.20233 0.00443
1650 0.10782 0.20660 0.00452
1651 0.10537 0.20192 0.00441
1652 0.10717 0.20537 0.00448
1653 0.10615 0.20343 0.00444
1654 0.10704 0.20515 0.00447
1655 0.10512 0.20147 0.00438
1656 0.10695 0.20499 0.00446
1657 0.10597 0.20311 0.00441
1658 0.10642 0.20399 0.00443
1659 0.10456 0.20043 0.00434
1660 0.10599 0.20318 0.00440
1661 0.10650 0.20417 0.00442
1662 0.10563 0.20250 0.00438
1663 0.10524 0.20176 0.00436
1664 0.10485 0.20102 0.00434
1665 0.10400 0.19940 0.00430
1666 0.10363 0.19871 0.00428
1667 0.10421 0.19983 0.00430
1668 0.10291 0.19733 0.00424
1669 0.10296 0.19745 0.00424
1670 0.10488 0.20113 0.00431
1671 0.10441 0.20024 0.00429
1672 0.09918 0.19022 0.00407
1673 0.10198 0.19559 0.00418
1674 0.10242 0.19644 0.00420
1675 0.10146 0.19461 0.00415
1676 0.10005 0.19192 0.00409
1677 0.10055 0.19287 0.00411
1678 0.10105 0.19384 0.00413
1679 0.09967 0.19121 0.00407
1680 0.09642 0.18498 0.00393
1681 0.09316 0.17873 0.00379
1682 0.09555 0.18332 0.00389
1683 0.09787 0.18779 0.00398
1684 0.09967 0.19124 0.00405
1685 0.10000 0.19189 0.00406
1686 0.09837 0.18877 0.00399
1687 0.09910 0.19017 0.00401
1688 0.09889 0.18979 0.00400
1689 0.09731 0.18675 0.00393
1690 0.09761 0.18734 0.00394
1691 0.09838 0.18882 0.00397
1692 0.09868 0.18940 0.00398
1693 0.09806 0.18823 0.00395
1694 0.09793 0.18798 0.00394
1695 0.09782 0.18778 0.00393
1696 0.09729 0.18676 0.00391
1697 0.09632 0.18490 0.00387
1698 0.09719 0.18658 0.00390
1699 0.09618 0.18465 0.00385
1700 0.09513 0.18264 0.00381
1701 0.09494 0.18229 0.00380
1702 0.09429 0.18104 0.00377
1703 0.09223 0.17709 0.00368
1704 0.09386 0.18024 0.00374
1705 0.09415 0.18079 0.00375
1706 0.09308 0.17875 0.00371
1707 0.09290 0.17841 0.00369
1708 0.09000 0.17284 0.00358
1709 0.09165 0.17602 0.00364
1710 0.09242 0.17751 0.00367
1711 0.08510 0.16346 0.00337
1712 0.09143 0.17561 0.00362
1713 0.09189 0.17652 0.00364
1714 0.09192 0.17658 0.00363
1715 0.09188 0.17650 0.00363
1716 0.09123 0.17525 0.00360
1717 0.09005 0.17300 0.00355
1718 0.08922 0.17141 0.00351
1719 0.08963 0.17220 0.00353
1720 0.08740 0.16792 0.00344
1721 0.08614 0.16552 0.00338
1722 0.08761 0.16835 0.00344
1723 0.08339 0.16023 0.00327
1724 0.08442 0.16223 0.00331
1725 0.08511 0.16355 0.00333
1726 0.08537 0.16406 0.00334
1727 0.08476 0.16289 0.00331
1728 0.08285 0.15924 0.00323
1729 0.08444 0.16229 0.00329
1730 0.08434 0.16211 0.00329
1731 0.08313 0.15979 0.00324
1732 0.08230 0.15820 0.00320
1733 0.07673 0.14750 0.00298
1734 0.07756 0.14910 0.00301
1735 0.07834 0.15060 0.00304
1736 0.07402 0.14231 0.00287
1737 0.07274 0.13985 0.00282
1738 0.07604 0.14620 0.00294
1739 0.07643 0.14696 0.00295
1740 0.07680 0.14767 0.00297
1741 0.07475 0.14373 0.00288
1742 0.07639 0.14688 0.00295
1743 0.07528 0.14476 0.00290
1744 0.07624 0.14660 0.00293
1745 0.07366 0.14166 0.00283
1746 0.07433 0.14294 0.00286
1747 0.07220 0.13885 0.00277
1748 0.07485 0.14397 0.00287
1749 0.07391 0.14216 0.00283
1750 0.07375 0.14185 0.00282
1751 0.07235 0.13917 0.00277
1752 0.07301 0.14043 0.00279
1753 0.07330 0.14100 0.00280
1754 0.07323 0.14087 0.00279
1755 0.07226 0.13902 0.00275
1756 0.07280 0.14006 0.00277
1757 0.07239 0.13928 0.00275
1758 0.07111 0.13681 0.00270
1759 0.07053 0.13571 0.00268
1760 0.06963 0.13397 0.00264
1761 0.06801 0.13085 0.00258
1762 0.06569 0.12641 0.00249
1763 0.06610 0.12719 0.00250
1764 0.06503 0.12515 0.00246
1765 0.06536 0.12579 0.00247
1766 0.06433 0.12379 0.00243
1767 0.06367 0.12253 0.00240
1768 0.06193 0.11920 0.00233
1769 0.06173 0.11880 0.00232
1770 0.05972 0.11495 0.00225
1771 0.05894 0.11345 0.00222
1772 0.05808 0.11179 0.00218
1773 0.05684 0.10941 0.00213
1774 0.05534 0.10653 0.00208
1775 0.05328 0.10258 0.00200
1776 0.05157 0.09928 0.00193
1777 0.04959 0.09547 0.00185
1778 0.04796 0.09234 0.00179
1779 0.04693 0.09035 0.00175
1780 0.04611 0.08878 0.00172
1781 0.04546 0.08753 0.00169
1782 0.04412 0.08495 0.00164
1783 0.04362 0.08400 0.00162
1784 0.04322 0.08323 0.00161
1785 0.04246 0.08176 0.00158
1786 0.04205 0.08098 0.00156
1787 0.04157 0.08006 0.00154
1788 0.04007 0.07716 0.00148
1789 0.03847 0.07409 0.00142
1790 0.03660 0.07049 0.00135
1791 0.03502 0.06746 0.00129
1792 0.03277 0.06311 0.00121
1793 0.03053 0.05882 0.00113
1794 0.02790 0.05375 0.00103
1795 0.02547 0.04906 0.00094
1796 0.02271 0.04374 0.00084
1797 0.01994 0.03841 0.00073
1798 0.01785 0.03439 0.00066
1799 0.01611 0.03104 0.00059
1800 0.01448 0.02789 0.00053
1801 0.01287 0.02480 0.00047
1802 0.01163 0.02241 0.00043
1803 0.01061 0.02044 0.00039
1804 0.00979 0.01887 0.00036
1805 0.00885 0.01705 0.00032
1806 0.00783 0.01508 0.00029
1807 0.00695 0.01340 0.00025
1808 0.00623 0.01200 0.00023
1809 0.00559 0.01078 0.00020
1810 0.00494 0.00952 0.00018
1811 0.00426 0.00820 0.00015
1812 0.00364 0.00702 0.00013
1813 0.00312 0.00601 0.00011
1814 0.00262 0.00506 0.00010
1815 0.00218 0.00420 0.00008
1816 0.00182 0.00350 0.00007
1817 0.00151 0.00292 0.00005
1818 0.00126 0.00243 0.00005
1819 0.00119 0.00229 0.00004
1820 0.00107 0.00205 0.00004
1821 0.00090 0.00174 0.00003
1822 0.00074 0.00142 0.00003
1823 0.00058 0.00113 0.00002
1824 0.00045 0.00088 0.00002
1825 0.00033 0.00063 0.00001
1826 0.00023 0.00044 0.00001
1827 0.00015 0.00030 0.00001
1828 0.00010 0.00020 0.00000
1829 0.00006 0.00012 0.00000
1830 0.00004 0.00007 0.00000
1831 0.00002 0.00004 0.00000
1832 0.00001 0.00002 0.00000
1833 0.00001 0.00001 0.00000
1834 0.00000 0.00001 0.00000
1835 0.00000 0.00000 0.00000
1836 0.00000 0.00000 0.00000
1837 0.00000 0.00000 0.00000
1838 0.00000 0.00000 0.00000
1839 0.00000 0.00000 0.00000
1840 0.00000 0.00000 0.00000
1841 0.00000 0.00000 0.00000
1842 0.00000 0.00000 0.00000
1843 0.00000 0.00000 0.00000
1844 0.00000 0.00000 0.00000
1845 0.00000 0.00000 0.00000
1846 0.00000 0.00000 0.00000
1847 0.00000 0.00001 0.00000
1848 0.00000 0.00001 0.00000
1849 0.00000 0.00001 0.00000
1850 0.00000 0.00001 0.00000
1851 0.00000 0.00000 0.00000
1852 0.00000 0.00000 0.00000
1853 0.00000 0.00000 0.00000
1854 0.00000 0.00000 0.00000
1855 0.00000 0.00001 0.00000
1856 0.00000 0.00001 0.00000
1857 0.00000 0.00001 0.00000
1858 0.00001 0.00001 0.00000
1859 0.00001 0.00001 0.00000
1860 0.00001 0.00002 0.00000
1861 0.00001 0.00002 0.00000
1862 0.00001 0.00002 0.00000
1863 0.00001 0.00002 0.00000
1864 0.00001 0.00002 0.00000
1865 0.00001 0.00001 0.00000
1866 0.00000 0.00001 0.00000
1867 0.00000 0.00000 0.00000
1868 0.00000 0.00000 0.00000
1869 0.00000 0.00000 0.00000
1870 0.00000 0.00000 0.00000
1871 0.00000 0.00000 0.00000
1872 0.00000 0.00000 0.00000
1873 0.00000 0.00000 0.00000
1874 0.00000 0.00000 0.00000
1875 0.00000 0.00000 0.00000
1876 0.00000 0.00000 0.00000
1877 0.00000 0.00000 0.00000
1878 0.00000 0.00000 0.00000
1879 0.00000 0.00001 0.00000
1880 0.00001 0.00002 0.00000
1881 0.00002 0.00004 0.00000
1882 0.00004 0.00008 0.00000
1883 0.00007 0.00013 0.00000
1884 0.00009 0.00018 0.00000
1885 0.00012 0.00022 0.00000
1886 0.00012 0.00023 0.00000
1887 0.00013 0.00025 0.00000
