Wavelength Global Direct Diffuse
1110 0.04030 0.18427 0.00831
1111 0.03783 0.17303 0.00779
1112 0.03388 0.15501 0.00696
1113 0.02975 0.13617 0.00611
1114 0.02501 0.11451 0.00513
1115 0.01931 0.08842 0.00395
1116 0.01418 0.06496 0.00290
1117 0.00983 0.04507 0.00201
1118 0.00659 0.03019 0.00134
1119 0.00435 0.01996 0.00089
1120 0.00302 0.01385 0.00061
1121 0.00223 0.01025 0.00045
1122 0.00194 0.00892 0.00039
1123 0.00192 0.00881 0.00039
1124 0.00192 0.00884 0.00039
1125 0.00206 0.00946 0.00042
1126 0.00210 0.00966 0.00042
1127 0.00225 0.01035 0.00045
1128 0.00257 0.01180 0.00052
1129 0.00359 0.01650 0.00072
1130 0.00522 0.02403 0.00105
1131 0.00678 0.03123 0.00136
1132 0.00565 0.02605 0.00113
1133 0.00317 0.01461 0.00063
1134 0.00230 0.01058 0.00046
1135 0.00217 0.01003 0.00043
1136 0.00272 0.01256 0.00054
1137 0.00508 0.02343 0.00101
1138 0.00962 0.04442 0.00191
1139 0.01408 0.06500 0.00279
1140 0.01474 0.06807 0.00292
1141 0.01332 0.06156 0.00263
1142 0.01143 0.05284 0.00226
1143 0.00880 0.04070 0.00174
1144 0.00691 0.03194 0.00136
1145 0.00596 0.02756 0.00117
1146 0.00576 0.02666 0.00113
1147 0.00621 0.02873 0.00122
1148 0.00724 0.03355 0.00142
1149 0.00865 0.04008 0.00169
1150 0.01000 0.04632 0.00195
1151 0.01084 0.05025 0.00212
1152 0.01151 0.05336 0.00224
1153 0.01241 0.05753 0.00241
1154 0.01381 0.06406 0.00268
1155 0.01592 0.07388 0.00309
1156 0.01849 0.08583 0.00358
1157 0.02295 0.10659 0.00444
1158 0.02833 0.13159 0.00548
1159 0.03302 0.15341 0.00638
1160 0.03667 0.17044 0.00707
1161 0.03931 0.18275 0.00757
1162 0.04407 0.20497 0.00848
1163 0.04761 0.22148 0.00915
1164 0.04936 0.22969 0.00947
1165 0.05201 0.24212 0.00997
1166 0.05145 0.23960 0.00985
1167 0.05257 0.24486 0.01005
1168 0.05345 0.24906 0.01020
1169 0.05223 0.24343 0.00996
1170 0.05430 0.25315 0.01034
1171 0.05477 0.25544 0.01042
1172 0.05460 0.25470 0.01037
1173 0.05469 0.25522 0.01037
1174 0.05536 0.25839 0.01049
1175 0.05545 0.25892 0.01049
1176 0.05460 0.25501 0.01032
1177 0.05698 0.26622 0.01075
1178 0.05565 0.26010 0.01049
1179 0.05424 0.25354 0.01021
1180 0.05317 0.24865 0.01000
1181 0.05162 0.24145 0.00969
1182 0.05079 0.23764 0.00952
1183 0.04756 0.22260 0.00891
1184 0.04996 0.23389 0.00934
1185 0.05100 0.23882 0.00953
1186 0.05077 0.23782 0.00947
1187 0.05088 0.23842 0.00948
1188 0.05089 0.23851 0.00947
1189 0.04863 0.22798 0.00904
1190 0.05253 0.24636 0.00975
1191 0.05585 0.26199 0.01035
1192 0.05767 0.27064 0.01068
1193 0.05849 0.27456 0.01082
1194 0.05834 0.27391 0.01078
1195 0.05712 0.26828 0.01054
1196 0.05616 0.26383 0.01035
1197 0.05518 0.25929 0.01015
1198 0.05280 0.24817 0.00970
1199 0.05050 0.23744 0.00927
1200 0.05366 0.25236 0.00984
1201 0.05420 0.25499 0.00992
1202 0.05483 0.25803 0.01003
1203 0.05326 0.25068 0.00973
1204 0.05546 0.26113 0.01012
1205 0.05819 0.27403 0.01060
1206 0.05917 0.27876 0.01077
1207 0.06076 0.28630 0.01104
1208 0.06001 0.28287 0.01089
1209 0.05571 0.26266 0.01010
1210 0.05876 0.27713 0.01064
1211 0.05634 0.26579 0.01019
1212 0.05792 0.27331 0.01046
1213 0.05822 0.27481 0.01050
1214 0.05869 0.27708 0.01057
1215 0.06011 0.28387 0.01082
1216 0.06122 0.28920 0.01100
1217 0.06261 0.29582 0.01124
1218 0.06412 0.30306 0.01150
1219 0.06490 0.30683 0.01162
1220 0.06609 0.31256 0.01182
1221 0.06626 0.31340 0.01183
1222 0.06604 0.31247 0.01178
1223 0.06609 0.31277 0.01178
1224 0.06692 0.31682 0.01191
1225 0.06705 0.31747 0.01192
1226 0.06784 0.32130 0.01204
1227 0.06626 0.31393 0.01175
1228 0.06905 0.32721 0.01223
1229 0.06965 0.33016 0.01232
1230 0.07017 0.33270 0.01240
1231 0.07090 0.33625 0.01251
1232 0.07061 0.33499 0.01244
1233 0.07175 0.34047 0.01263
1234 0.07192 0.34133 0.01264
1235 0.07195 0.34158 0.01263
1236 0.07296 0.34650 0.01280
1237 0.07327 0.34802 0.01283
1238 0.07362 0.34977 0.01288
1239 0.07307 0.34725 0.01277
1240 0.07295 0.34677 0.01273
1241 0.07370 0.35045 0.01285
1242 0.07342 0.34919 0.01278
1243 0.07261 0.34541 0.01263
1244 0.07194 0.34233 0.01250
1245 0.07320 0.34843 0.01270
1246 0.07253 0.34533 0.01257
1247 0.07221 0.34388 0.01250
1248 0.07285 0.34703 0.01259
1249 0.07269 0.34635 0.01255
1250 0.07254 0.34569 0.01251
1251 0.07219 0.34410 0.01243
1252 0.07196 0.34313 0.01238
1253 0.07123 0.33973 0.01224
1254 0.07148 0.34098 0.01227
1255 0.07140 0.34070 0.01224
1256 0.07116 0.33964 0.01218
1257 0.07046 0.33637 0.01205
1258 0.07088 0.33844 0.01211
1259 0.07030 0.33577 0.01199
1260 0.07030 0.33584 0.01198
1261 0.07029 0.33590 0.01196
1262 0.06890 0.32933 0.01171
1263 0.06975 0.33346 0.01184
1264 0.06869 0.32849 0.01165
1265 0.06874 0.32882 0.01165
1266 0.06935 0.33177 0.01173
1267 0.06803 0.32557 0.01150
1268 0.06743 0.32277 0.01138
1269 0.06798 0.32547 0.01146
1270 0.06790 0.32517 0.01143
1271 0.06793 0.32538 0.01143
1272 0.06738 0.32282 0.01132
1273 0.06715 0.32180 0.01127
1274 0.06661 0.31928 0.01116
1275 0.06678 0.32018 0.01118
1276 0.06652 0.31904 0.01112
1277 0.06610 0.31707 0.01104
1278 0.06542 0.31387 0.01091
1279 0.06457 0.30987 0.01076
1280 0.06418 0.30805 0.01068
1281 0.06218 0.29855 0.01034
1282 0.05519 0.26506 0.00917
1283 0.06055 0.29085 0.01004
1284 0.06290 0.30222 0.01042
1285 0.06258 0.30074 0.01036
1286 0.06152 0.29570 0.01017
1287 0.06070 0.29185 0.01002
1288 0.05914 0.28441 0.00975
1289 0.05868 0.28226 0.00967
1290 0.05672 0.27289 0.00933
1291 0.05722 0.27535 0.00940
1292 0.05711 0.27492 0.00938
1293 0.05669 0.27292 0.00929
1294 0.05469 0.26339 0.00896
1295 0.05385 0.25936 0.00881
1296 0.05265 0.25367 0.00860
1297 0.05107 0.24612 0.00834
1298 0.04971 0.23958 0.00810
1299 0.04942 0.23828 0.00805
1300 0.04849 0.23381 0.00789
1301 0.04753 0.22923 0.00772
1302 0.04584 0.22116 0.00744
1303 0.04445 0.21447 0.00720
1304 0.04341 0.20953 0.00703
1305 0.04239 0.20465 0.00686
1306 0.04109 0.19842 0.00664
1307 0.03975 0.19198 0.00641
1308 0.03868 0.18683 0.00623
1309 0.03773 0.18230 0.00607
1310 0.03610 0.17448 0.00581
1311 0.03420 0.16529 0.00549
1312 0.03229 0.15612 0.00518
1313 0.02985 0.14436 0.00478
1314 0.03013 0.14576 0.00482
1315 0.02851 0.13795 0.00456
1316 0.02826 0.13675 0.00451
1317 0.02733 0.13226 0.00436
1318 0.02529 0.12242 0.00403
1319 0.02405 0.11647 0.00383
1320 0.02256 0.10926 0.00359
1321 0.02164 0.10484 0.00344
1322 0.02138 0.10361 0.00339
1323 0.02158 0.10459 0.00342
1324 0.02168 0.10508 0.00343
1325 0.02058 0.09976 0.00325
1326 0.01793 0.08695 0.00283
1327 0.01441 0.06990 0.00227
1328 0.01123 0.05449 0.00177
1329 0.00836 0.04059 0.00132
1330 0.00694 0.03369 0.00109
1331 0.00614 0.02980 0.00096
1332 0.00571 0.02774 0.00090
1333 0.00596 0.02896 0.00093
1334 0.00638 0.03099 0.00100
1335 0.00715 0.03475 0.00112
1336 0.00803 0.03902 0.00125
1337 0.00903 0.04388 0.00141
1338 0.00984 0.04781 0.00153
1339 0.01048 0.05096 0.00163
1340 0.01101 0.05355 0.00171
1341 0.01136 0.05525 0.00176
1342 0.01071 0.05210 0.00166
1343 0.00894 0.04349 0.00138
1344 0.00648 0.03152 0.00100
1345 0.00412 0.02005 0.00064
1346 0.00231 0.01124 0.00036
1347 0.00126 0.00614 0.00019
1348 0.00062 0.00300 0.00010
1349 0.00028 0.00137 0.00004
1350 0.00011 0.00053 0.00002
1351 0.00004 0.00019 0.00001
1352 0.00001 0.00007 0.00000
1353 0.00000 0.00002 0.00000
1354 0.00000 0.00001 0.00000
1355 0.00000 0.00000 0.00000
1356 0.00000 0.00000 0.00000
1357 0.00000 0.00000 0.00000
1358 0.00000 0.00000 0.00000
1359 0.00000 0.00000 0.00000
1360 0.00000 0.00000 0.00000
1361 0.00000 0.00000 0.00000
1362 0.00000 0.00000 0.00000
1363 0.00000 0.00000 0.00000
1364 0.00000 0.00000 0.00000
1365 0.00000 0.00000 0.00000
1366 0.00000 0.00000 0.00000
1367 0.00000 0.00000 0.00000
1368 0.00000 0.00000 0.00000
1369 0.00000 0.00000 0.00000
1370 0.00000 0.00000 0.00000
1371 0.00000 0.00000 0.00000
1372 0.00000 0.00000 0.00000
1373 0.00000 0.00000 0.00000
1374 0.00000 0.00000 0.00000
1375 0.00000 0.00001 0.00000
1376 0.00000 0.00001 0.00000
1377 0.00000 0.00000 0.00000
1378 0.00000 0.00000 0.00000
1379 0.00000 0.00000 0.00000
1380 0.00000 0.00000 0.00000
1381 0.00000 0.00000 0.00000
1382 0.00000 0.00000 0.00000
1383 0.00000 0.00000 0.00000
1384 0.00000 0.00000 0.00000
1385 0.00000 0.00000 0.00000
1386 0.00000 0.00000 0.00000
1387 0.00000 0.00000 0.00000
1388 0.00000 0.00000 0.00000
1389 0.00000 0.00001 0.00000
1390 0.00000 0.00001 0.00000
1391 0.00000 0.00001 0.00000
1392 0.00000 0.00001 0.00000
1393 0.00000 0.00000 0.00000
1394 0.00000 0.00000 0.00000
1395 0.00000 0.00000 0.00000
1396 0.00000 0.00000 0.00000
1397 0.00000 0.00000 0.00000
1398 0.00000 0.00000 0.00000
1399 0.00000 0.00001 0.00000
1400 0.00000 0.00001 0.00000
1401 0.00000 0.00001 0.00000
1402 0.00000 0.00001 0.00000
1403 0.00000 0.00001 0.00000
1404 0.00000 0.00001 0.00000
1405 0.00000 0.00002 0.00000
1406 0.00000 0.00002 0.00000
1407 0.00001 0.00003 0.00000
1408 0.00001 0.00004 0.00000
1409 0.00001 0.00006 0.00000
1410 0.00002 0.00009 0.00000
1411 0.00003 0.00016 0.00000
1412 0.00005 0.00025 0.00001
1413 0.00008 0.00038 0.00001
1414 0.00011 0.00052 0.00002
1415 0.00012 0.00062 0.00002
1416 0.00014 0.00069 0.00002
1417 0.00016 0.00077 0.00002
1418 0.00018 0.00090 0.00003
1419 0.00021 0.00106 0.00003
1420 0.00025 0.00122 0.00004
1421 0.00028 0.00139 0.00004
1422 0.00031 0.00151 0.00004
1423 0.00033 0.00164 0.00005
1424 0.00037 0.00183 0.00005
1425 0.00041 0.00205 0.00006
1426 0.00042 0.00210 0.00006
1427 0.00046 0.00227 0.00007
1428 0.00050 0.00245 0.00007
1429 0.00050 0.00249 0.00007
1430 0.00051 0.00255 0.00007
1431 0.00053 0.00260 0.00007
1432 0.00053 0.00261 0.00007
1433 0.00052 0.00258 0.00007
1434 0.00050 0.00247 0.00007
1435 0.00050 0.00250 0.00007
1436 0.00054 0.00267 0.00008
1437 0.00059 0.00294 0.00008
1438 0.00066 0.00328 0.00009
1439 0.00076 0.00376 0.00011
1440 0.00076 0.00379 0.00011
1441 0.00086 0.00425 0.00012
1442 0.00089 0.00439 0.00012
1443 0.00093 0.00461 0.00013
1444 0.00099 0.00489 0.00014
1445 0.00102 0.00505 0.00014
1446 0.00105 0.00521 0.00015
1447 0.00105 0.00519 0.00015
1448 0.00106 0.00525 0.00015
1449 0.00109 0.00543 0.00015
1450 0.00117 0.00578 0.00016
1451 0.00128 0.00634 0.00018
1452 0.00143 0.00712 0.00020
1453 0.00172 0.00855 0.00024
1454 0.00215 0.01065 0.00030
1455 0.00271 0.01346 0.00037
1456 0.00340 0.01691 0.00047
1457 0.00406 0.02015 0.00056
1458 0.00443 0.02201 0.00061
1459 0.00446 0.02216 0.00061
1460 0.00411 0.02045 0.00056
1461 0.00373 0.01854 0.00051
1462 0.00326 0.01622 0.00045
1463 0.00276 0.01374 0.00038
1464 0.00236 0.01175 0.00032
1465 0.00203 0.01012 0.00028
1466 0.00164 0.00816 0.00022
1467 0.00140 0.00696 0.00019
1468 0.00120 0.00595 0.00016
1469 0.00114 0.00569 0.00016
1470 0.00117 0.00583 0.00016
1471 0.00127 0.00634 0.00017
1472 0.00149 0.00741 0.00020
1473 0.00180 0.00894 0.00024
1474 0.00218 0.01084 0.00029
1475 0.00282 0.01403 0.00038
1476 0.00329 0.01638 0.00044
1477 0.00358 0.01785 0.00048
1478 0.00362 0.01805 0.00049
1479 0.00364 0.01813 0.00049
1480 0.00363 0.01810 0.00049
1481 0.00358 0.01787 0.00048
1482 0.00368 0.01838 0.00049
1483 0.00376 0.01874 0.00050
1484 0.00410 0.02043 0.00055
1485 0.00463 0.02308 0.00062
1486 0.00511 0.02549 0.00068
1487 0.00577 0.02883 0.00077
1488 0.00580 0.02893 0.00077
1489 0.00770 0.03847 0.00102
1490 0.00915 0.04572 0.00122
1491 0.01104 0.05515 0.00146
1492 0.01261 0.06301 0.00167
1493 0.01458 0.07285 0.00193
1494 0.01597 0.07979 0.00211
1495 0.01705 0.08522 0.00225
1496 0.01775 0.08872 0.00234
1497 0.01955 0.09773 0.00258
1498 0.02114 0.10572 0.00279
1499 0.02220 0.11100 0.00292
1500 0.02381 0.11908 0.00313
1501 0.02478 0.12398 0.00326
1502 0.02532 0.12668 0.00332
1503 0.02324 0.11627 0.00305
1504 0.02459 0.12304 0.00322
1505 0.02482 0.12423 0.00325
1506 0.02559 0.12809 0.00334
1507 0.02757 0.13804 0.00360
1508 0.02810 0.14069 0.00366
1509 0.02930 0.14675 0.00382
1510 0.03080 0.15429 0.00401
1511 0.03167 0.15868 0.00412
1512 0.03172 0.15895 0.00412
1513 0.03210 0.16087 0.00417
1514 0.03207 0.16074 0.00416
1515 0.03326 0.16671 0.00431
1516 0.03346 0.16774 0.00433
1517 0.03386 0.16977 0.00438
1518 0.03520 0.17651 0.00455
1519 0.03550 0.17807 0.00458
1520 0.03656 0.18341 0.00471
1521 0.03661 0.18365 0.00471
1522 0.03710 0.18615 0.00477
1523 0.03868 0.19413 0.00497
1524 0.03892 0.19537 0.00500
1525 0.03846 0.19307 0.00493
1526 0.03984 0.20001 0.00511
1527 0.03964 0.19904 0.00508
1528 0.04018 0.20178 0.00514
1529 0.04040 0.20292 0.00516
1530 0.03827 0.19224 0.00489
1531 0.04138 0.20790 0.00528
1532 0.04160 0.20904 0.00530
1533 0.04194 0.21078 0.00534
1534 0.04176 0.20991 0.00531
1535 0.04215 0.21188 0.00535
1536 0.04307 0.21657 0.00547
1537 0.04332 0.21786 0.00549
1538 0.04228 0.21266 0.00536
1539 0.04339 0.21824 0.00549
1540 0.04197 0.21113 0.00531
1541 0.04288 0.21574 0.00542
1542 0.04333 0.21803 0.00547
1543 0.04328 0.21784 0.00546
1544 0.04386 0.22078 0.00552
1545 0.04396 0.22133 0.00553
1546 0.04390 0.22105 0.00552
1547 0.04352 0.21916 0.00547
1548 0.04234 0.21323 0.00531
1549 0.04354 0.21932 0.00546
1550 0.04329 0.21808 0.00542
1551 0.04318 0.21758 0.00540
1552 0.04388 0.22109 0.00548
1553 0.04375 0.22050 0.00546
1554 0.04218 0.21258 0.00526
1555 0.04286 0.21605 0.00534
1556 0.04209 0.21221 0.00524
1557 0.04341 0.21888 0.00540
1558 0.04309 0.21733 0.00536
1559 0.04308 0.21727 0.00535
1560 0.04239 0.21386 0.00526
1561 0.04331 0.21849 0.00537
1562 0.04325 0.21825 0.00536
1563 0.04257 0.21483 0.00527
1564 0.04190 0.21148 0.00518
1565 0.04270 0.21552 0.00527
1566 0.04175 0.21076 0.00515
1567 0.04211 0.21260 0.00519
1568 0.04167 0.21045 0.00513
1569 0.04222 0.21324 0.00519
1570 0.04148 0.20955 0.00510
1571 0.04269 0.21565 0.00524
1572 0.04275 0.21599 0.00524
1573 0.04215 0.21301 0.00516
1574 0.04203 0.21241 0.00515
1575 0.03897 0.19697 0.00477
1576 0.04190 0.21182 0.00512
1577 0.03784 0.19130 0.00462
1578 0.04140 0.20933 0.00505
1579 0.04137 0.20922 0.00504
1580 0.04199 0.21237 0.00511
1581 0.04179 0.21141 0.00508
1582 0.04062 0.20551 0.00494
1583 0.04091 0.20699 0.00497
1584 0.04039 0.20441 0.00490
1585 0.04133 0.20919 0.00501
1586 0.04081 0.20658 0.00494
1587 0.04029 0.20394 0.00487
1588 0.03959 0.20046 0.00478
1589 0.03616 0.18309 0.00436
1590 0.03882 0.19658 0.00468
1591 0.03794 0.19216 0.00457
1592 0.03979 0.20158 0.00479
1593 0.04069 0.20617 0.00489
1594 0.04034 0.20439 0.00485
1595 0.04065 0.20597 0.00488
1596 0.03811 0.19315 0.00457
1597 0.03975 0.20147 0.00476
1598 0.04077 0.20669 0.00488
1599 0.03959 0.20070 0.00473
1600 0.04050 0.20538 0.00484
1601 0.03902 0.19786 0.00466
1602 0.04010 0.20339 0.00478
1603 0.03988 0.20230 0.00475
1604 0.04045 0.20520 0.00481
1605 0.03984 0.20214 0.00474
1606 0.03969 0.20143 0.00472
1607 0.03986 0.20229 0.00473
1608 0.04034 0.20475 0.00478
1609 0.04015 0.20384 0.00476
1610 0.03753 0.19052 0.00444
1611 0.03864 0.19618 0.00457
1612 0.03877 0.19689 0.00458
1613 0.03956 0.20091 0.00467
1614 0.03907 0.19845 0.00461
1615 0.03973 0.20183 0.00468
1616 0.03715 0.18875 0.00437
1617 0.03815 0.19384 0.00449
1618 0.03948 0.20064 0.00464
1619 0.03936 0.20005 0.00462
1620 0.03827 0.19451 0.00449
1621 0.03782 0.19229 0.00443
1622 0.03869 0.19670 0.00453
1623 0.03955 0.20110 0.00463
1624 0.03992 0.20301 0.00467
1625 0.03882 0.19743 0.00453
1626 0.03935 0.20018 0.00459
1627 0.03929 0.19987 0.00458
1628 0.03954 0.20118 0.00460
1629 0.03947 0.20086 0.00459
1630 0.03828 0.19484 0.00445
1631 0.03887 0.19784 0.00451
1632 0.03881 0.19756 0.00450
1633 0.03827 0.19486 0.00444
1634 0.03742 0.19055 0.00433
1635 0.03835 0.19531 0.00444
1636 0.03817 0.19438 0.00441
1637 0.03653 0.18608 0.00422
1638 0.03620 0.18442 0.00418
1639 0.03585 0.18267 0.00413
1640 0.03615 0.18418 0.00416
1641 0.03594 0.18313 0.00414
1642 0.03571 0.18199 0.00411
1643 0.03660 0.18656 0.00420
1644 0.03589 0.18294 0.00412
1645 0.03597 0.18338 0.00412
1646 0.03637 0.18544 0.00417
1647 0.03661 0.18667 0.00419
1648 0.03636 0.18545 0.00416
1649 0.03548 0.18098 0.00405
1650 0.03620 0.18465 0.00413
1651 0.03535 0.18036 0.00403
1652 0.03593 0.18334 0.00409
1653 0.03557 0.18152 0.00405
1654 0.03586 0.18300 0.00408
1655 0.03520 0.17968 0.00400
1656 0.03580 0.18277 0.00407
1657 0.03546 0.18105 0.00402
1658 0.03561 0.18183 0.00404
1659 0.03499 0.17869 0.00396
1660 0.03548 0.18119 0.00401
1661 0.03566 0.18215 0.00403
1662 0.03539 0.18076 0.00400
1663 0.03527 0.18021 0.00398
1664 0.03517 0.17968 0.00396
1665 0.03490 0.17837 0.00393
1666 0.03481 0.17790 0.00392
1667 0.03503 0.17906 0.00394
1668 0.03462 0.17699 0.00389
1669 0.03466 0.17719 0.00389
1670 0.03531 0.18054 0.00396
1671 0.03515 0.17977 0.00394
1672 0.03339 0.17074 0.00374
1673 0.03432 0.17552 0.00384
1674 0.03446 0.17626 0.00385
1675 0.03413 0.17461 0.00381
1676 0.03366 0.17222 0.00375
1677 0.03383 0.17312 0.00377
1678 0.03401 0.17404 0.00379
1679 0.03356 0.17175 0.00373
1680 0.03248 0.16624 0.00361
1681 0.03139 0.16069 0.00349
1682 0.03220 0.16488 0.00357
1683 0.03298 0.16886 0.00366
1684 0.03356 0.17184 0.00372
1685 0.03363 0.17225 0.00372
1686 0.03303 0.16917 0.00365
1687 0.03322 0.17015 0.00367
1688 0.03310 0.16955 0.00365
1689 0.03252 0.16662 0.00359
1690 0.03258 0.16693 0.00359
1691 0.03279 0.16804 0.00361
1692 0.03285 0.16834 0.00361
1693 0.03260 0.16712 0.00358
1694 0.03253 0.16675 0.00357
1695 0.03246 0.16643 0.00356
1696 0.03227 0.16545 0.00354
1697 0.03193 0.16375 0.00350
1698 0.03221 0.16518 0.00352
1699 0.03185 0.16337 0.00348
1700 0.03147 0.16143 0.00344
1701 0.03136 0.16090 0.00342
1702 0.03110 0.15955 0.00339
1703 0.03036 0.15579 0.00331
1704 0.03085 0.15831 0.00336
1705 0.03090 0.15858 0.00336
1706 0.03051 0.15660 0.00331
1707 0.03040 0.15608 0.00330
1708 0.02941 0.15100 0.00319
1709 0.02991 0.15357 0.00324
1710 0.03012 0.15470 0.00326
1711 0.02772 0.14238 0.00300
1712 0.02978 0.15296 0.00322
1713 0.02994 0.15378 0.00323
1714 0.02995 0.15388 0.00323
1715 0.02993 0.15377 0.00323
1716 0.02966 0.15243 0.00320
1717 0.02921 0.15012 0.00314
1718 0.02885 0.14826 0.00310
1719 0.02886 0.14834 0.00310
1720 0.02803 0.14408 0.00301
1721 0.02753 0.14156 0.00295
1722 0.02793 0.14361 0.00299
1723 0.02652 0.13636 0.00284
1724 0.02678 0.13772 0.00286
1725 0.02695 0.13861 0.00288
1726 0.02699 0.13882 0.00288
1727 0.02675 0.13763 0.00285
1728 0.02611 0.13434 0.00278
1729 0.02657 0.13674 0.00283
1730 0.02652 0.13648 0.00282
1731 0.02606 0.13410 0.00277
1732 0.02570 0.13226 0.00273
1733 0.02386 0.12281 0.00253
1734 0.02401 0.12358 0.00255
1735 0.02413 0.12422 0.00256
1736 0.02267 0.11674 0.00240
1737 0.02218 0.11420 0.00235
1738 0.02308 0.11885 0.00244
1739 0.02309 0.11895 0.00244
1740 0.02310 0.11899 0.00244
1741 0.02238 0.11532 0.00236
1742 0.02278 0.11738 0.00240
1743 0.02238 0.11534 0.00236
1744 0.02261 0.11652 0.00238
1745 0.02181 0.11240 0.00229
1746 0.02197 0.11326 0.00231
1747 0.02132 0.10987 0.00224
1748 0.02207 0.11377 0.00231
1749 0.02176 0.11217 0.00228
1750 0.02167 0.11174 0.00227
1751 0.02122 0.10940 0.00222
1752 0.02138 0.11024 0.00223
1753 0.02144 0.11057 0.00224
1754 0.02140 0.11039 0.00223
1755 0.02108 0.10874 0.00220
1756 0.02118 0.10927 0.00221
1757 0.02097 0.10820 0.00218
1758 0.02048 0.10571 0.00213
1759 0.02019 0.10419 0.00210
1760 0.01973 0.10183 0.00205
1761 0.01908 0.09850 0.00198
1762 0.01826 0.09425 0.00189
1763 0.01822 0.09405 0.00189
1764 0.01778 0.09178 0.00184
1765 0.01771 0.09144 0.00183
1766 0.01728 0.08926 0.00178
1767 0.01697 0.08764 0.00175
1768 0.01637 0.08454 0.00169
1769 0.01613 0.08332 0.00166
1770 0.01541 0.07960 0.00159
1771 0.01499 0.07743 0.00154
1772 0.01453 0.07510 0.00149
1773 0.01399 0.07228 0.00144
1774 0.01334 0.06893 0.00137
1775 0.01258 0.06501 0.00129
1776 0.01192 0.06161 0.00122
1777 0.01121 0.05797 0.00115
1778 0.01062 0.05489 0.00109
1779 0.01017 0.05257 0.00104
1780 0.00981 0.05073 0.00100
1781 0.00952 0.04924 0.00097
1782 0.00915 0.04732 0.00093
1783 0.00897 0.04638 0.00091
1784 0.00882 0.04563 0.00090
1785 0.00858 0.04441 0.00087
1786 0.00840 0.04346 0.00085
1787 0.00816 0.04221 0.00083
1788 0.00767 0.03971 0.00078
1789 0.00717 0.03710 0.00073
1790 0.00659 0.03411 0.00067
1791 0.00607 0.03140 0.00061
1792 0.00544 0.02815 0.00055
1793 0.00479 0.02482 0.00048
1794 0.00412 0.02134 0.00042
1795 0.00349 0.01806 0.00035
1796 0.00284 0.01472 0.00029
1797 0.00228 0.01179 0.00023
1798 0.00186 0.00964 0.00019
1799 0.00154 0.00800 0.00016
1800 0.00128 0.00664 0.00013
1801 0.00105 0.00546 0.00011
1802 0.00088 0.00458 0.00009
1803 0.00075 0.00389 0.00008
1804 0.00064 0.00333 0.00006
1805 0.00054 0.00278 0.00005
1806 0.00043 0.00224 0.00004
1807 0.00035 0.00183 0.00004
1808 0.00029 0.00151 0.00003
1809 0.00024 0.00124 0.00002
1810 0.00019 0.00100 0.00002
1811 0.00015 0.00077 0.00001
1812 0.00011 0.00058 0.00001
1813 0.00009 0.00044 0.00001
1814 0.00006 0.00033 0.00001
1815 0.00005 0.00024 0.00000
1816 0.00003 0.00017 0.00000
1817 0.00002 0.00013 0.00000
1818 0.00002 0.00010 0.00000
1819 0.00002 0.00008 0.00000
1820 0.00001 0.00007 0.00000
1821 0.00001 0.00005 0.00000
1822 0.00001 0.00004 0.00000
1823 0.00000 0.00002 0.00000
1824 0.00000 0.00001 0.00000
1825 0.00000 0.00001 0.00000
1826 0.00000 0.00000 0.00000
1827 0.00000 0.00000 0.00000
1828 0.00000 0.00000 0.00000
1829 0.00000 0.00000 0.00000
1830 0.00000 0.00000 0.00000
1831 0.00000 0.00000 0.00000
1832 0.00000 0.00000 0.00000
1833 0.00000 0.00000 0.00000
1834 0.00000 0.00000 0.00000
1835 0.00000 0.00000 0.00000
1836 0.00000 0.00000 0.00000
1837 0.00000 0.00000 0.00000
1838 0.00000 0.00000 0.00000
1839 0.00000 0.00000 0.00000
1840 0.00000 0.00000 0.00000
1841 0.00000 0.00000 0.00000
1842 0.00000 0.00000 0.00000
1843 0.00000 0.00000 0.00000
1844 0.00000 0.00000 0.00000
1845 0.00000 0.00000 0.00000
1846 0.00000 0.00000 0.00000
1847 0.00000 0.00000 0.00000
1848 0.00000 0.00000 0.00000
1849 0.00000 0.00000 0.00000
1850 0.00000 0.00000 0.00000
1851 0.00000 0.00000 0.00000
1852 0.00000 0.00000 0.00000
1853 0.00000 0.00000 0.00000
1854 0.00000 0.00000 0.00000
1855 0.00000 0.00000 0.00000
1856 0.00000 0.00000 0.00000
1857 0.00000 0.00000 0.00000
1858 0.00000 0.00000 0.00000
1859 0.00000 0.00000 0.00000
1860 0.00000 0.00000 0.00000
1861 0.00000 0.00000 0.00000
1862 0.00000 0.00000 0.00000
1863 0.00000 0.00000 0.00000
1864 0.00000 0.00000 0.00000
1865 0.00000 0.00000 0.00000
1866 0.00000 0.00000 0.00000
1867 0.00000 0.00000 0.00000
1868 0.00000 0.00000 0.00000
1869 0.00000 0.00000 0.00000
1870 0.00000 0.00000 0.00000
1871 0.00000 0.00000 0.00000
1872 0.00000 0.00000 0.00000
1873 0.00000 0.00000 0.00000
1874 0.00000 0.00000 0.00000
1875 0.00000 0.00000 0.00000
1876 0.00000 0.00000 0.00000
1877 0.00000 0.00000 0.00000
1878 0.00000 0.00000 0.00000
1879 0.00000 0.00000 0.00000
1880 0.00000 0.00000 0.00000
1881 0.00000 0.00000 0.00000
1882 0.00000 0.00000 0.00000
1883 0.00000 0.00000 0.00000
1884 0.00000 0.00000 0.00000
1885 0.00000 0.00000 0.00000
