Wavelength Global Direct Diffuse
460 1.50356 1.28867 0.38754
461 1.55704 1.33692 0.39923
462 1.52858 1.31483 0.38990
463 1.52992 1.31831 0.38823
464 1.53123 1.32175 0.38656
465 1.51011 1.30578 0.37927
466 1.55607 1.34783 0.38881
467 1.49727 1.29910 0.37221
468 1.58072 1.37382 0.39096
469 1.56682 1.36400 0.38556
470 1.54537 1.34755 0.37836
471 1.53897 1.34416 0.37489
472 1.56259 1.36700 0.37874
473 1.54113 1.35039 0.37166
474 1.55725 1.36667 0.37368
475 1.61854 1.42269 0.38645
476 1.57372 1.38545 0.37389
477 1.55898 1.37458 0.36856
478 1.62709 1.43682 0.38277
479 1.55206 1.37264 0.36332
480 1.57497 1.39499 0.36688
481 1.56082 1.38450 0.36181
482 1.59191 1.41415 0.36722
483 1.59283 1.41702 0.36565
484 1.52576 1.35931 0.34857
485 1.53419 1.36877 0.34880
486 1.24787 1.11490 0.28235
487 1.40011 1.25266 0.31528
488 1.51469 1.35705 0.33945
489 1.40963 1.26466 0.31440
490 1.60019 1.43758 0.35521
491 1.49476 1.34468 0.33024
492 1.43479 1.29244 0.31550
493 1.54183 1.39071 0.33744
494 1.48939 1.34517 0.32444
495 1.59655 1.44382 0.34616
496 1.55107 1.40451 0.33474
497 1.50558 1.36505 0.32341
498 1.46765 1.33234 0.31381
499 1.46013 1.32718 0.31076
500 1.45259 1.32197 0.30773
501 1.42197 1.29569 0.29987
502 1.41403 1.29003 0.29683
503 1.49743 1.36777 0.31291
504 1.39066 1.27177 0.28928
505 1.49681 1.37047 0.30995
506 1.60426 1.47057 0.33070
507 1.49120 1.36854 0.30601
508 1.42354 1.30795 0.29082
509 1.53873 1.41541 0.31295
510 1.48638 1.36881 0.30095
511 1.48706 1.37098 0.29976
512 1.56389 1.44342 0.31385
513 1.42708 1.31861 0.28513
514 1.39705 1.29228 0.27790
515 1.42058 1.31548 0.28134
516 1.49719 1.38792 0.29522
517 1.10025 1.02104 0.21600
518 1.36035 1.26376 0.26590
519 1.29188 1.20141 0.25143
520 1.42203 1.32383 0.27556
521 1.42183 1.32501 0.27433
522 1.47512 1.37608 0.28339
523 1.37555 1.28450 0.26313
524 1.48994 1.39273 0.28380
525 1.47442 1.37961 0.27965
526 1.40504 1.31600 0.26536
527 1.22898 1.15222 0.23113
528 1.47258 1.38196 0.27577
529 1.51004 1.41849 0.28160
530 1.42549 1.34035 0.26472
531 1.55523 1.46374 0.28760
532 1.47913 1.39343 0.27239
533 1.30388 1.22948 0.23912
534 1.41062 1.33137 0.25762
535 1.44123 1.36152 0.26212
536 1.52566 1.44259 0.27633
537 1.41949 1.34342 0.25605
538 1.48106 1.40296 0.26606
539 1.47393 1.39745 0.26370
540 1.44387 1.37017 0.25727
541 1.32159 1.25524 0.23453
542 1.47446 1.40165 0.26060
543 1.41328 1.34466 0.24877
544 1.48961 1.41849 0.26115
545 1.46662 1.39779 0.25609
546 1.42861 1.36272 0.24846
547 1.48979 1.42227 0.25806
548 1.38300 1.32142 0.23861
549 1.45181 1.38832 0.24949
550 1.42142 1.36037 0.24330
551 1.41381 1.35419 0.24105
552 1.47498 1.41392 0.25049
553 1.41386 1.35642 0.23917
554 1.46738 1.40889 0.24725
555 1.46740 1.41002 0.24629
556 1.42920 1.37439 0.23894
557 1.38348 1.33145 0.23040
558 1.43698 1.38402 0.23839
559 1.36049 1.31134 0.22483
560 1.36818 1.31976 0.22523
561 1.50437 1.45223 0.24670
562 1.38087 1.33401 0.22558
563 1.44062 1.39276 0.23445
564 1.42359 1.37732 0.23079
565 1.43603 1.39037 0.23193
566 1.31928 1.27827 0.21227
567 1.41469 1.37170 0.22676
568 1.41075 1.36886 0.22528
569 1.39192 1.35155 0.22144
570 1.39751 1.35794 0.22150
571 1.33713 1.30019 0.21114
572 1.42724 1.38878 0.22453
573 1.43578 1.39805 0.22503
574 1.42982 1.39320 0.22327
575 1.40125 1.36629 0.21800
576 1.37331 1.33996 0.21287
577 1.43686 1.40291 0.22190
578 1.39442 1.36238 0.21456
579 1.38185 1.35099 0.21185
580 1.42973 1.39873 0.21840
581 1.40093 1.37144 0.21322
582 1.42496 1.39588 0.21609
583 1.43295 1.40461 0.21652
584 1.42410 1.39683 0.21441
585 1.41219 1.38603 0.21185
586 1.34360 1.31954 0.20084
587 1.38603 1.36207 0.20644
588 1.37385 1.35094 0.20390
589 1.22278 1.20314 0.18084
590 1.27535 1.25563 0.18794
591 1.33747 1.31760 0.19640
592 1.31461 1.29586 0.19236
593 1.31680 1.29880 0.19201
594 1.33420 1.31675 0.19386
595 1.32181 1.30530 0.19139
596 1.34140 1.32542 0.19355
597 1.35451 1.33916 0.19476
598 1.33160 1.31728 0.19080
599 1.33931 1.32567 0.19124
600 1.33982 1.32694 0.19066
601 1.33962 1.32750 0.18997
602 1.33088 1.31958 0.18809
603 1.34335 1.33270 0.18920
604 1.38527 1.37505 0.19443
605 1.38024 1.37083 0.19307
606 1.36679 1.35822 0.19054
607 1.36059 1.35280 0.18903
608 1.35414 1.34712 0.18750
609 1.33980 1.33358 0.18489
610 1.32539 1.31995 0.18228
611 1.34190 1.33710 0.18394
612 1.32754 1.32350 0.18136
613 1.30544 1.30215 0.17774
614 1.26010 1.25759 0.17100
615 1.32301 1.32106 0.17894
616 1.25438 1.25317 0.16910
617 1.26313 1.26257 0.16971
618 1.32617 1.32626 0.17760
619 1.31170 1.31246 0.17508
620 1.33605 1.33749 0.17775
621 1.36042 1.36258 0.18040
622 1.28358 1.28625 0.16965
623 1.29974 1.30309 0.17123
624 1.29996 1.30396 0.17070
625 1.26076 1.26526 0.16502
626 1.25383 1.25891 0.16358
627 1.28385 1.28968 0.16696
628 1.28948 1.29595 0.16715
629 1.30286 1.31003 0.16834
630 1.26173 1.26927 0.16250
631 1.30461 1.31304 0.16749
632 1.22379 1.23227 0.15662
633 1.30483 1.31448 0.16646
634 1.26865 1.27863 0.16133
635 1.29366 1.30443 0.16399
636 1.24079 1.25169 0.15679
637 1.28176 1.29362 0.16146
638 1.30682 1.31950 0.16410
639 1.29262 1.30575 0.16181
640 1.25466 1.26798 0.15656
641 1.27094 1.28500 0.15810
642 1.25482 1.26926 0.15561
643 1.26802 1.28318 0.15676
644 1.25540 1.27096 0.15472
645 1.25640 1.27253 0.15436
646 1.21069 1.22675 0.14829
647 1.22778 1.24460 0.14992
648 1.23076 1.24816 0.14982
649 1.24575 1.26390 0.15118
650 1.14131 1.15842 0.13809
651 1.23667 1.25573 0.14917
652 1.22417 1.24356 0.14721
653 1.24379 1.26402 0.14912
654 1.23080 1.25133 0.14712
655 1.20140 1.22194 0.14317
656 1.01764 1.03546 0.12091
657 1.09132 1.11088 0.12927
658 1.21234 1.23457 0.14317
659 1.21706 1.23987 0.14330
660 1.22993 1.25348 0.14439
661 1.24209 1.26638 0.14538
662 1.26121 1.28638 0.14718
663 1.24780 1.27319 0.14518
664 1.22587 1.25130 0.14221
665 1.23519 1.26131 0.14287
666 1.24442 1.27121 0.14351
667 1.22158 1.24836 0.14047
668 1.23055 1.25801 0.14108
669 1.24751 1.27583 0.14261
670 1.23237 1.26082 0.14047
671 1.21708 1.24565 0.13832
672 1.21773 1.24677 0.13799
673 1.22632 1.25604 0.13857
674 1.22700 1.25719 0.13824
675 1.21149 1.24175 0.13610
676 1.22801 1.25915 0.13756
677 1.20431 1.23529 0.13452
678 1.22866 1.26072 0.13684
679 1.21281 1.24491 0.13469
680 1.19666 1.22877 0.13252
681 1.20438 1.23713 0.13300
682 1.19599 1.22895 0.13169
683 1.20387 1.23747 0.13219
684 1.18774 1.22132 0.13005
685 1.19597 1.23021 0.13058
686 1.13733 1.17029 0.12383
687 1.08065 1.11236 0.11733
688 1.05789 1.08930 0.11453
689 1.10233 1.13545 0.11901
690 1.09255 1.12575 0.11762
691 1.10778 1.14182 0.11893
692 1.10058 1.13478 0.11783
693 1.10898 1.14382 0.11840
694 1.11442 1.14981 0.11865
695 1.09002 1.12501 0.11573
696 1.09766 1.13326 0.11622
697 1.09985 1.13589 0.11614
698 1.07737 1.11304 0.11345
699 1.10587 1.14285 0.11613
700 1.09036 1.12718 0.11419
701 1.06788 1.10429 0.11153
702 1.06167 1.09823 0.11058
703 1.07364 1.11096 0.11153
704 1.08688 1.12501 0.11259
705 1.09847 1.13736 0.11349
706 1.08643 1.12525 0.11194
707 1.07403 1.11274 0.11037
708 1.10788 1.14817 0.11354
709 1.07243 1.11177 0.10961
710 1.09878 1.13943 0.11200
711 1.09346 1.13426 0.11116
712 1.07840 1.11897 0.10934
713 1.06496 1.10536 0.10769
714 1.07491 1.11602 0.10841
715 1.01634 1.05553 0.10223
716 1.01021 1.04947 0.10134
717 0.95714 0.99463 0.09577
718 0.93385 0.97070 0.09319
719 0.90747 0.94356 0.09032
720 0.91080 0.94730 0.09041
721 0.91857 0.95566 0.09095
722 0.93635 0.97444 0.09247
723 0.94086 0.97941 0.09267
724 0.94573 0.98476 0.09291
725 0.93689 0.97582 0.09180
726 0.92542 0.96415 0.09044
727 0.93600 0.97545 0.09124
728 0.92454 0.96377 0.08989
729 0.89901 0.93742 0.08718
730 0.93786 0.97820 0.09072
731 0.93821 0.97883 0.09052
732 0.96994 1.01222 0.09334
733 0.97234 1.01499 0.09333
734 1.00887 1.05341 0.09659
735 1.01254 1.05753 0.09669
736 0.99759 1.04219 0.09502
737 1.01982 1.06570 0.09690
738 1.02692 1.07341 0.09732
739 0.99522 1.04055 0.09408
740 1.01133 1.05767 0.09536
741 1.01173 1.05837 0.09516
742 1.00256 1.04904 0.09406
743 1.04017 1.08868 0.09735
744 1.05282 1.10220 0.09828
745 1.03189 1.08057 0.09609
746 1.04235 1.09180 0.09682
747 1.06037 1.11096 0.09825
748 1.04526 1.09540 0.09661
749 1.04606 1.09652 0.09644
750 1.03028 1.08025 0.09476
751 1.03075 1.08101 0.09456
752 1.04758 1.09894 0.09587
753 1.03162 1.08246 0.09418
754 1.04835 1.10028 0.09547
755 1.04866 1.10089 0.09527
756 1.02429 1.07556 0.09283
757 1.03243 1.08438 0.09334
758 1.02697 1.07890 0.09262
759 0.83928 0.88193 0.07550
760 0.60293 0.63373 0.05411
761 0.53424 0.56165 0.04783
762 0.62683 0.65915 0.05598
763 0.69582 0.73188 0.06200
764 0.70633 0.74311 0.06278
765 0.79905 0.84085 0.07085
766 0.82120 0.86436 0.07264
767 0.88597 0.93275 0.07818
768 0.96496 1.01615 0.08495
769 0.98524 1.03774 0.08653
770 0.98325 1.03589 0.08615
771 0.98899 1.04217 0.08644
772 0.99139 1.04493 0.08645
773 0.98401 1.03739 0.08560
774 1.00091 1.05545 0.08687
775 0.96025 1.01280 0.08314
776 1.00153 1.05657 0.08651
777 0.99337 1.04819 0.08560
778 0.98516 1.03976 0.08470
779 0.99334 1.04863 0.08520
780 0.97690 1.03150 0.08360
781 0.97683 1.03166 0.08339
782 0.98474 1.04023 0.08387
783 0.96729 1.02202 0.08220
784 0.96533 1.02017 0.08184
785 0.97007 1.02540 0.08205
786 0.94885 1.00318 0.08007
787 0.95892 1.01404 0.08073
788 0.93670 0.99076 0.07868
789 0.93929 0.99370 0.07872
790 0.92827 0.98225 0.07761
791 0.92007 0.97378 0.07675
792 0.90519 0.95823 0.07534
793 0.90670 0.96003 0.07529
794 0.90061 0.95377 0.07461
795 0.89306 0.94597 0.07382
796 0.91562 0.97008 0.07551
797 0.91412 0.96868 0.07522
798 0.91287 0.96755 0.07495
799 0.91081 0.96556 0.07461
800 0.88531 0.93872 0.07236
801 0.90072 0.95525 0.07345
802 0.90139 0.95615 0.07334
803 0.88711 0.94119 0.07202
804 0.89805 0.95299 0.07274
805 0.87778 0.93166 0.07094
806 0.90450 0.96021 0.07293
807 0.89756 0.95303 0.07221
808 0.89623 0.95181 0.07195
809 0.87644 0.93096 0.07020
810 0.86192 0.91571 0.06889
811 0.86845 0.92283 0.06925
812 0.85640 0.91020 0.06814
813 0.84216 0.89524 0.06686
814 0.82679 0.87907 0.06550
815 0.80485 0.85591 0.06362
816 0.79343 0.84392 0.06258
817 0.78892 0.83928 0.06209
818 0.79019 0.84079 0.06205
819 0.76446 0.81355 0.05990
820 0.75560 0.80428 0.05907
821 0.78447 0.83516 0.06120
822 0.76609 0.81575 0.05963
823 0.79042 0.84180 0.06139
824 0.80404 0.85647 0.06232
825 0.80201 0.85446 0.06203
826 0.81230 0.86558 0.06269
827 0.80745 0.86056 0.06218
828 0.81677 0.87066 0.06276
829 0.80905 0.86258 0.06203
830 0.80230 0.85553 0.06138
831 0.79025 0.84283 0.06033
832 0.80996 0.86401 0.06170
833 0.78484 0.83736 0.05966
834 0.80558 0.85965 0.06111
835 0.81041 0.86494 0.06134
836 0.82192 0.87739 0.06208
837 0.81719 0.87249 0.06160
838 0.81989 0.87552 0.06167
839 0.79885 0.85319 0.05996
840 0.82533 0.88163 0.06182
841 0.82852 0.88519 0.06192
842 0.82428 0.88080 0.06148
843 0.82038 0.87679 0.06106
844 0.81604 0.87230 0.06061
845 0.82726 0.88444 0.06131
846 0.83790 0.89596 0.06197
847 0.80905 0.86526 0.05971
848 0.83107 0.88895 0.06121
849 0.83864 0.89720 0.06164
850 0.72159 0.77211 0.05293
851 0.83027 0.88854 0.06077
852 0.79602 0.85203 0.05814
853 0.80498 0.86176 0.05868
854 0.64876 0.69463 0.04719
855 0.71473 0.76539 0.05188
856 0.81159 0.86926 0.05879
857 0.83002 0.88913 0.06001
858 0.81441 0.87255 0.05876
859 0.81504 0.87337 0.05868
860 0.80787 0.86583 0.05805
861 0.80863 0.86677 0.05798
862 0.80666 0.86480 0.05772
863 0.82190 0.88128 0.05869
864 0.82047 0.87987 0.05847
865 0.80573 0.86420 0.05731
866 0.67581 0.72497 0.04797
867 0.71976 0.77223 0.05098
868 0.78026 0.83728 0.05516
869 0.76952 0.82588 0.05429
870 0.80100 0.85979 0.05640
871 0.80017 0.85903 0.05623
872 0.79683 0.85557 0.05588
873 0.80007 0.85919 0.05599
874 0.78254 0.84049 0.05466
875 0.77488 0.83238 0.05401
876 0.78120 0.83930 0.05435
877 0.79650 0.85586 0.05530
878 0.78274 0.84120 0.05424
879 0.78465 0.84338 0.05426
880 0.77997 0.83847 0.05383
881 0.73900 0.79455 0.05090
882 0.77962 0.83834 0.05359
883 0.76090 0.81833 0.05220
884 0.76687 0.82487 0.05251
885 0.77445 0.83315 0.05292
886 0.74999 0.80695 0.05115
887 0.74128 0.79769 0.05046
888 0.76262 0.82077 0.05181
889 0.76581 0.82433 0.05193
890 0.76065 0.81888 0.05147
891 0.75144 0.80908 0.05075
892 0.74128 0.79826 0.04997
893 0.70396 0.75818 0.04736
894 0.71085 0.76570 0.04773
895 0.65884 0.70978 0.04415
896 0.66125 0.71247 0.04423
897 0.62287 0.67122 0.04158
898 0.60328 0.65020 0.04020
899 0.58784 0.63364 0.03909
900 0.56581 0.60998 0.03755
901 0.55556 0.59901 0.03680
902 0.55375 0.59714 0.03661
903 0.59467 0.64135 0.03924
904 0.61352 0.66177 0.04041
905 0.61693 0.66554 0.04056
906 0.59675 0.64386 0.03916
907 0.59779 0.64507 0.03915
908 0.57018 0.61535 0.03727
909 0.54865 0.59220 0.03579
910 0.54691 0.59040 0.03561
911 0.54131 0.58443 0.03518
912 0.54111 0.58429 0.03510
913 0.55343 0.59766 0.03583
914 0.55073 0.59483 0.03559
915 0.54572 0.58949 0.03520
916 0.55949 0.60445 0.03602
917 0.56153 0.60673 0.03609
918 0.57258 0.61875 0.03673
919 0.59417 0.64216 0.03804
920 0.59953 0.64804 0.03831
921 0.59340 0.64149 0.03785
922 0.59092 0.63889 0.03762
923 0.56493 0.61087 0.03590
924 0.58238 0.62982 0.03694
925 0.57996 0.62728 0.03672
926 0.54537 0.58994 0.03446
927 0.54415 0.58870 0.03432
928 0.51865 0.56118 0.03265
929 0.47723 0.51643 0.02999
930 0.43332 0.46897 0.02718
931 0.38688 0.41876 0.02422
932 0.33856 0.36651 0.02116
933 0.29908 0.32381 0.01866
934 0.26465 0.28656 0.01648
935 0.24745 0.26797 0.01538
936 0.25211 0.27305 0.01564
937 0.28123 0.30463 0.01742
938 0.30950 0.33528 0.01913
939 0.34247 0.37105 0.02113
940 0.36286 0.39319 0.02235
941 0.36179 0.39207 0.02224
942 0.34358 0.37239 0.02108
943 0.35008 0.37947 0.02144
944 0.32754 0.35509 0.02003
945 0.32247 0.34963 0.01968
946 0.32623 0.35375 0.01988
947 0.33137 0.35936 0.02015
948 0.34400 0.37310 0.02088
949 0.35435 0.38437 0.02147
950 0.36014 0.39070 0.02178
951 0.36517 0.39620 0.02205
952 0.36996 0.40145 0.02230
953 0.37243 0.40418 0.02241
954 0.37665 0.40880 0.02262
955 0.36047 0.39128 0.02161
956 0.39439 0.42815 0.02360
957 0.40491 0.43962 0.02419
958 0.41935 0.45535 0.02501
959 0.42864 0.46549 0.02552
960 0.43035 0.46740 0.02557
961 0.43151 0.46871 0.02560
962 0.43910 0.47701 0.02600
963 0.44443 0.48285 0.02627
964 0.45103 0.49008 0.02661
965 0.47211 0.51304 0.02781
966 0.47548 0.51676 0.02796
967 0.50919 0.55346 0.02989
968 0.52162 0.56703 0.03056
969 0.54015 0.58723 0.03159
970 0.55151 0.59965 0.03220
971 0.55009 0.59817 0.03206
972 0.55201 0.60032 0.03212
973 0.54145 0.58890 0.03145
974 0.52796 0.57429 0.03061
975 0.52750 0.57385 0.03053
976 0.53501 0.58208 0.03091
977 0.52645 0.57283 0.03037
978 0.54603 0.59420 0.03144
979 0.53848 0.58604 0.03095
980 0.55482 0.60389 0.03184
981 0.56716 0.61738 0.03249
982 0.57353 0.62438 0.03280
983 0.58049 0.63203 0.03314
984 0.58486 0.63686 0.03333
985 0.59289 0.64566 0.03373
986 0.59429 0.64726 0.03375
987 0.60730 0.66149 0.03443
988 0.60357 0.65750 0.03416
989 0.59900 0.65259 0.03385
990 0.60584 0.66011 0.03417
991 0.61250 0.66743 0.03449
992 0.60841 0.66303 0.03420
993 0.60992 0.66475 0.03423
994 0.61457 0.66988 0.03443
995 0.61053 0.66555 0.03415
996 0.61089 0.66600 0.03411
997 0.61151 0.66675 0.03409
998 0.60823 0.66323 0.03385
999 0.60535 0.66016 0.03363
1000 0.59909 0.65340 0.03323
1001 0.60187 0.65650 0.03333
1002 0.60004 0.65457 0.03317
1003 0.59234 0.64623 0.03269
1004 0.58738 0.64088 0.03236
1005 0.54796 0.59793 0.03014
1006 0.57683 0.62950 0.03167
1007 0.58681 0.64045 0.03217
1008 0.58844 0.64229 0.03220
1009 0.58471 0.63828 0.03195
1010 0.58762 0.64151 0.03205
1011 0.58482 0.63852 0.03185
1012 0.58640 0.64031 0.03188
1013 0.58400 0.63775 0.03170
1014 0.58876 0.64301 0.03190
1015 0.57896 0.63236 0.03132
1016 0.58347 0.63734 0.03151
1017 0.57705 0.63040 0.03111
1018 0.58523 0.63939 0.03150
1019 0.57174 0.62470 0.03073
1020 0.56961 0.62243 0.03056
1021 0.57489 0.62827 0.03079
1022 0.56623 0.61886 0.03028
1023 0.57651 0.63016 0.03078
1024 0.57404 0.62751 0.03060
1025 0.57364 0.62714 0.03053
1026 0.57507 0.62876 0.03055
1027 0.57256 0.62607 0.03037
1028 0.57435 0.62808 0.03042
1029 0.56633 0.61936 0.02994
1030 0.57314 0.62687 0.03025
1031 0.57163 0.62528 0.03013
1032 0.57087 0.62450 0.03004
1033 0.56082 0.61356 0.02946
1034 0.56719 0.62059 0.02975
1035 0.56174 0.61468 0.02941
1036 0.56950 0.62322 0.02977
1037 0.55720 0.60982 0.02908
1038 0.56317 0.61641 0.02935
1039 0.56577 0.61930 0.02944
1040 0.55898 0.61193 0.02904
1041 0.56234 0.61565 0.02916
1042 0.56403 0.61757 0.02921
1043 0.55407 0.60671 0.02864
1044 0.55989 0.61314 0.02890
1045 0.55732 0.61037 0.02872
1046 0.54141 0.59300 0.02786
1047 0.55139 0.60398 0.02832
1048 0.55727 0.61047 0.02858
1049 0.55399 0.60694 0.02837
1050 0.55057 0.60325 0.02815
1051 0.55045 0.60316 0.02810
1052 0.54868 0.60127 0.02796
1053 0.54851 0.60114 0.02791
1054 0.54256 0.59466 0.02756
1055 0.54736 0.59998 0.02776
1056 0.54502 0.59746 0.02760
1057 0.54405 0.59644 0.02751
1058 0.53861 0.59053 0.02719
1059 0.52194 0.57231 0.02631
1060 0.54030 0.59249 0.02719
1061 0.52152 0.57194 0.02621
1062 0.53632 0.58822 0.02691
1063 0.52746 0.57855 0.02642
1064 0.53409 0.58587 0.02671
1065 0.53346 0.58522 0.02664
1066 0.51600 0.56612 0.02573
1067 0.52680 0.57801 0.02623
1068 0.52423 0.57523 0.02606
1069 0.48329 0.53036 0.02399
1070 0.50994 0.55965 0.02527
1071 0.50900 0.55866 0.02518
1072 0.50988 0.55967 0.02519
1073 0.49183 0.53990 0.02426
1074 0.50867 0.55843 0.02505
1075 0.49223 0.54043 0.02421
1076 0.50213 0.55134 0.02465
1077 0.49990 0.54894 0.02451
1078 0.49992 0.54900 0.02447
1079 0.47754 0.52447 0.02334
1080 0.49110 0.53940 0.02397
1081 0.47168 0.51811 0.02298
1082 0.47498 0.52177 0.02311
1083 0.45919 0.50447 0.02231
1084 0.47355 0.52029 0.02297
1085 0.46679 0.51290 0.02261
1086 0.47181 0.51846 0.02282
1087 0.44136 0.48503 0.02131
1088 0.46800 0.51434 0.02256
1089 0.45200 0.49680 0.02176
1090 0.45899 0.50452 0.02206
1091 0.45686 0.50222 0.02193
1092 0.44127 0.48512 0.02115
1093 0.43223 0.47521 0.02068
1094 0.38916 0.42789 0.01859
1095 0.41783 0.45946 0.01993
1096 0.41023 0.45113 0.01954
1097 0.39391 0.43321 0.01874
1098 0.37858 0.41638 0.01798
1099 0.36969 0.40663 0.01753
1100 0.36681 0.40351 0.01737
1101 0.36155 0.39774 0.01709
1102 0.34744 0.38225 0.01640
1103 0.36072 0.39689 0.01700
1104 0.35496 0.39058 0.01671
1105 0.34965 0.38476 0.01643
1106 0.34260 0.37704 0.01608
1107 0.33909 0.37320 0.01589
1108 0.33852 0.37260 0.01584
1109 0.34267 0.37719 0.01601
1110 0.34449 0.37922 0.01607
1111 0.33330 0.36693 0.01553
1112 0.31731 0.34935 0.01476
1113 0.30061 0.33099 0.01396
